"STATISTIC","Statistic Label","TLIST(A1)","Year","C03839V04589","City Services","C03841V04591","Time of Day","UNIT","VALUE"
"TOA19C01","Daily Flow","2015","2015","40","Waterford","140","08:00 - 08:59","%","9.3"
"TOA19C01","Daily Flow","2015","2015","40","Waterford","150","09:00 - 09:59","%","7.5"
"TOA19C01","Daily Flow","2015","2015","40","Waterford","170","10:00 - 12:59","%","28.2"
"TOA19C01","Daily Flow","2015","2015","40","Waterford","210","13:00 - 15:59","%","30.2"
"TOA19C01","Daily Flow","2015","2015","40","Waterford","240","16:00 - 16:59","%","9.5"
"TOA19C01","Daily Flow","2015","2015","40","Waterford","250","17:00 - 17:59","%","6.9"
"TOA19C01","Daily Flow","2015","2015","40","Waterford","260","18:00 - 18:59","%","2.7"
"TOA19C01","Daily Flow","2015","2015","40","Waterford","271","19:00 - 21:59","%","3.4"
"TOA19C01","Daily Flow","2015","2015","40","Waterford","310","22:00 - 23:59","%","0.6"
"TOA19C01","Daily Flow","2015","2015","40","Waterford","-","All times","%","100"
"TOA19C01","Daily Flow","2015","2015","50","Dublin","100","00:00 - 06:59","%","2.5"
"TOA19C01","Daily Flow","2015","2015","50","Dublin","130","07:00 - 07:59","%","7.1"
"TOA19C01","Daily Flow","2015","2015","50","Dublin","140","08:00 - 08:59","%","8.6"
"TOA19C01","Daily Flow","2015","2015","50","Dublin","150","09:00 - 09:59","%","5.6"
"TOA19C01","Daily Flow","2015","2015","50","Dublin","170","10:00 - 12:59","%","16.1"
"TOA19C01","Daily Flow","2015","2015","50","Dublin","210","13:00 - 15:59","%","20.3"
"TOA19C01","Daily Flow","2015","2015","50","Dublin","240","16:00 - 16:59","%","8.3"
"TOA19C01","Daily Flow","2015","2015","50","Dublin","250","17:00 - 17:59","%","9.2"
"TOA19C01","Daily Flow","2015","2015","50","Dublin","260","18:00 - 18:59","%","7.1"
"TOA19C01","Daily Flow","2015","2015","50","Dublin","271","19:00 - 21:59","%","11.2"
"TOA19C01","Daily Flow","2015","2015","50","Dublin","310","22:00 - 23:59","%","3.9"
"TOA19C01","Daily Flow","2015","2015","50","Dublin","-","All times","%","100"
"TOA19C01","Daily Flow","2016","2016","10","Cork","100","00:00 - 06:59","%","1"
"TOA19C01","Daily Flow","2016","2016","10","Cork","130","07:00 - 07:59","%","5.8"
"TOA19C01","Daily Flow","2016","2016","10","Cork","140","08:00 - 08:59","%","7"
"TOA19C01","Daily Flow","2016","2016","10","Cork","150","09:00 - 09:59","%","5.8"
"TOA19C01","Daily Flow","2016","2016","10","Cork","170","10:00 - 12:59","%","19.5"
"TOA19C01","Daily Flow","2016","2016","10","Cork","210","13:00 - 15:59","%","23.6"
"TOA19C01","Daily Flow","2016","2016","10","Cork","240","16:00 - 16:59","%","9.2"
"TOA19C01","Daily Flow","2016","2016","10","Cork","250","17:00 - 17:59","%","8.9"
"TOA19C01","Daily Flow","2016","2016","10","Cork","260","18:00 - 18:59","%","6.5"
"TOA19C01","Daily Flow","2016","2016","10","Cork","271","19:00 - 21:59","%","9.7"
"TOA19C01","Daily Flow","2016","2016","10","Cork","310","22:00 - 23:59","%","3"
"TOA19C01","Daily Flow","2016","2016","10","Cork","-","All times","%","100"
"TOA19C01","Daily Flow","2016","2016","20","Galway","100","00:00 - 06:59","%","0.9"
"TOA19C01","Daily Flow","2016","2016","20","Galway","130","07:00 - 07:59","%","4.8"
"TOA19C01","Daily Flow","2016","2016","20","Galway","140","08:00 - 08:59","%","7.2"
"TOA19C01","Daily Flow","2016","2016","20","Galway","150","09:00 - 09:59","%","5.5"
"TOA19C01","Daily Flow","2016","2016","20","Galway","170","10:00 - 12:59","%","19.9"
"TOA19C01","Daily Flow","2016","2016","20","Galway","210","13:00 - 15:59","%","24.6"
"TOA19C01","Daily Flow","2016","2016","20","Galway","240","16:00 - 16:59","%","9"
"TOA19C01","Daily Flow","2016","2016","20","Galway","250","17:00 - 17:59","%","7.9"
"TOA19C01","Daily Flow","2016","2016","20","Galway","260","18:00 - 18:59","%","6.8"
"TOA19C01","Daily Flow","2016","2016","20","Galway","271","19:00 - 21:59","%","10"
"TOA19C01","Daily Flow","2016","2016","20","Galway","310","22:00 - 23:59","%","3.4"
"TOA19C01","Daily Flow","2016","2016","20","Galway","-","All times","%","100"
"TOA19C01","Daily Flow","2016","2016","30","Limerick","100","00:00 - 06:59","%","0.2"
"TOA19C01","Daily Flow","2016","2016","30","Limerick","130","07:00 - 07:59","%","4.2"
"TOA19C01","Daily Flow","2016","2016","30","Limerick","140","08:00 - 08:59","%","7.5"
"TOA19C01","Daily Flow","2016","2016","30","Limerick","150","09:00 - 09:59","%","6.4"
"TOA19C01","Daily Flow","2016","2016","30","Limerick","170","10:00 - 12:59","%","23.2"
"TOA19C01","Daily Flow","2016","2016","30","Limerick","210","13:00 - 15:59","%","27"
"TOA19C01","Daily Flow","2016","2016","30","Limerick","240","16:00 - 16:59","%","9.4"
"TOA19C01","Daily Flow","2016","2016","30","Limerick","250","17:00 - 17:59","%","7.9"
"TOA19C01","Daily Flow","2016","2016","30","Limerick","260","18:00 - 18:59","%","5.7"
"TOA19C01","Daily Flow","2016","2016","30","Limerick","271","19:00 - 21:59","%","6.7"
"TOA19C01","Daily Flow","2016","2016","30","Limerick","310","22:00 - 23:59","%","1.8"
"TOA19C01","Daily Flow","2016","2016","30","Limerick","-","All times","%","100"
"TOA19C01","Daily Flow","2016","2016","40","Waterford","100","00:00 - 06:59","%","0"
"TOA19C01","Daily Flow","2016","2016","40","Waterford","130","07:00 - 07:59","%","2"
"TOA19C01","Daily Flow","2016","2016","40","Waterford","140","08:00 - 08:59","%","9.1"
"TOA19C01","Daily Flow","2016","2016","40","Waterford","150","09:00 - 09:59","%","7.3"
"TOA19C01","Daily Flow","2016","2016","40","Waterford","170","10:00 - 12:59","%","28.1"
"TOA19C01","Daily Flow","2016","2016","40","Waterford","210","13:00 - 15:59","%","30.2"
"TOA19C01","Daily Flow","2016","2016","40","Waterford","240","16:00 - 16:59","%","9.4"
"TOA19C01","Daily Flow","2016","2016","40","Waterford","250","17:00 - 17:59","%","6.8"
"TOA19C01","Daily Flow","2016","2016","40","Waterford","260","18:00 - 18:59","%","2.8"
"TOA19C01","Daily Flow","2016","2016","40","Waterford","271","19:00 - 21:59","%","3.6"
"TOA19C01","Daily Flow","2016","2016","40","Waterford","310","22:00 - 23:59","%","0.7"
"TOA19C01","Daily Flow","2016","2016","40","Waterford","-","All times","%","100"
"TOA19C01","Daily Flow","2016","2016","50","Dublin","100","00:00 - 06:59","%","2.7"
"TOA19C01","Daily Flow","2016","2016","50","Dublin","130","07:00 - 07:59","%","7.3"
"TOA19C01","Daily Flow","2016","2016","50","Dublin","140","08:00 - 08:59","%","8.5"
"TOA19C01","Daily Flow","2016","2016","50","Dublin","150","09:00 - 09:59","%","5.5"
"TOA19C01","Daily Flow","2016","2016","50","Dublin","170","10:00 - 12:59","%","15.8"
"TOA19C01","Daily Flow","2016","2016","50","Dublin","210","13:00 - 15:59","%","20"
"TOA19C01","Daily Flow","2016","2016","50","Dublin","240","16:00 - 16:59","%","8.3"
"TOA19C01","Daily Flow","2016","2016","50","Dublin","250","17:00 - 17:59","%","9.3"
"TOA19C01","Daily Flow","2016","2016","50","Dublin","260","18:00 - 18:59","%","7.3"
"TOA19C01","Daily Flow","2016","2016","50","Dublin","271","19:00 - 21:59","%","11.5"
"TOA19C01","Daily Flow","2016","2016","50","Dublin","310","22:00 - 23:59","%","3.9"
"TOA19C01","Daily Flow","2016","2016","50","Dublin","-","All times","%","100"
"TOA19C01","Daily Flow","2017","2017","10","Cork","100","00:00 - 06:59","%","1.1"
"TOA19C01","Daily Flow","2017","2017","10","Cork","130","07:00 - 07:59","%","6.1"
"TOA19C01","Daily Flow","2017","2017","10","Cork","140","08:00 - 08:59","%","6.8"
"TOA19C01","Daily Flow","2017","2017","10","Cork","150","09:00 - 09:59","%","5.7"
"TOA19C01","Daily Flow","2017","2017","10","Cork","170","10:00 - 12:59","%","19.5"
"TOA19C01","Daily Flow","2017","2017","10","Cork","210","13:00 - 15:59","%","23.6"
"TOA19C01","Daily Flow","2017","2017","10","Cork","240","16:00 - 16:59","%","9.2"
"TOA19C01","Daily Flow","2017","2017","10","Cork","250","17:00 - 17:59","%","8.9"
"TOA19C01","Daily Flow","2017","2017","10","Cork","260","18:00 - 18:59","%","6.5"
"TOA19C01","Daily Flow","2017","2017","10","Cork","271","19:00 - 21:59","%","9.6"
"TOA19C01","Daily Flow","2017","2017","10","Cork","310","22:00 - 23:59","%","3"
"TOA19C01","Daily Flow","2017","2017","10","Cork","-","All times","%","100"
"TOA19C01","Daily Flow","2017","2017","20","Galway","100","00:00 - 06:59","%","1"
"TOA19C01","Daily Flow","2017","2017","20","Galway","130","07:00 - 07:59","%","4.6"
"TOA19C01","Daily Flow","2017","2017","20","Galway","140","08:00 - 08:59","%","6.8"
"TOA19C01","Daily Flow","2017","2017","20","Galway","150","09:00 - 09:59","%","5.5"
"TOA19C01","Daily Flow","2017","2017","20","Galway","170","10:00 - 12:59","%","19.9"
"TOA19C01","Daily Flow","2017","2017","20","Galway","210","13:00 - 15:59","%","24.1"
"TOA19C01","Daily Flow","2017","2017","20","Galway","240","16:00 - 16:59","%","9"
"TOA19C01","Daily Flow","2017","2017","20","Galway","250","17:00 - 17:59","%","8"
"TOA19C01","Daily Flow","2017","2017","20","Galway","260","18:00 - 18:59","%","6.9"
"TOA19C01","Daily Flow","2017","2017","20","Galway","271","19:00 - 21:59","%","10.5"
"TOA19C01","Daily Flow","2017","2017","20","Galway","310","22:00 - 23:59","%","3.7"
"TOA19C01","Daily Flow","2017","2017","20","Galway","-","All times","%","100"
"TOA19C01","Daily Flow","2017","2017","30","Limerick","100","00:00 - 06:59","%","0.3"
"TOA19C01","Daily Flow","2017","2017","30","Limerick","130","07:00 - 07:59","%","4.2"
"TOA19C01","Daily Flow","2017","2017","30","Limerick","140","08:00 - 08:59","%","7"
"TOA19C01","Daily Flow","2017","2017","30","Limerick","150","09:00 - 09:59","%","6.2"
"TOA19C01","Daily Flow","2017","2017","30","Limerick","170","10:00 - 12:59","%","22.8"
"TOA19C01","Daily Flow","2017","2017","30","Limerick","210","13:00 - 15:59","%","26.8"
"TOA19C01","Daily Flow","2017","2017","30","Limerick","240","16:00 - 16:59","%","9.2"
"TOA19C01","Daily Flow","2017","2017","30","Limerick","250","17:00 - 17:59","%","7.8"
"TOA19C01","Daily Flow","2017","2017","30","Limerick","260","18:00 - 18:59","%","5.8"
"TOA19C01","Daily Flow","2017","2017","30","Limerick","271","19:00 - 21:59","%","7.5"
"TOA19C01","Daily Flow","2017","2017","30","Limerick","310","22:00 - 23:59","%","2.4"
"TOA19C01","Daily Flow","2017","2017","30","Limerick","-","All times","%","100"
"TOA19C01","Daily Flow","2017","2017","40","Waterford","100","00:00 - 06:59","%","0"
"TOA19C01","Daily Flow","2017","2017","40","Waterford","130","07:00 - 07:59","%","1.9"
"TOA19C01","Daily Flow","2017","2017","40","Waterford","140","08:00 - 08:59","%","8.9"
"TOA19C01","Daily Flow","2017","2017","40","Waterford","150","09:00 - 09:59","%","7.2"
"TOA19C01","Daily Flow","2017","2017","40","Waterford","170","10:00 - 12:59","%","28.4"
"TOA19C01","Daily Flow","2017","2017","40","Waterford","210","13:00 - 15:59","%","29.9"
"TOA19C01","Daily Flow","2017","2017","40","Waterford","240","16:00 - 16:59","%","9.2"
"TOA19C01","Daily Flow","2017","2017","40","Waterford","250","17:00 - 17:59","%","6.6"
"TOA19C01","Daily Flow","2017","2017","40","Waterford","260","18:00 - 18:59","%","2.9"
"TOA19C01","Daily Flow","2017","2017","40","Waterford","271","19:00 - 21:59","%","4.1"
"TOA19C01","Daily Flow","2017","2017","40","Waterford","310","22:00 - 23:59","%","0.9"
"TOA19C01","Daily Flow","2017","2017","40","Waterford","-","All times","%","100"
"TOA19C01","Daily Flow","2017","2017","50","Dublin","100","00:00 - 06:59","%","2.8"
"TOA19C01","Daily Flow","2017","2017","50","Dublin","130","07:00 - 07:59","%","7.2"
"TOA19C01","Daily Flow","2017","2017","50","Dublin","140","08:00 - 08:59","%","8.3"
"TOA19C01","Daily Flow","2017","2017","50","Dublin","150","09:00 - 09:59","%","5.4"
"TOA19C01","Daily Flow","2017","2017","50","Dublin","170","10:00 - 12:59","%","15.9"
"TOA19C01","Daily Flow","2017","2017","50","Dublin","210","13:00 - 15:59","%","20.1"
"TOA19C01","Daily Flow","2017","2017","50","Dublin","240","16:00 - 16:59","%","8.3"
"TOA19C01","Daily Flow","2017","2017","50","Dublin","250","17:00 - 17:59","%","9.2"
"TOA19C01","Daily Flow","2017","2017","50","Dublin","260","18:00 - 18:59","%","7.2"
"TOA19C01","Daily Flow","2017","2017","50","Dublin","271","19:00 - 21:59","%","11.6"
"TOA19C01","Daily Flow","2017","2017","50","Dublin","310","22:00 - 23:59","%","4"
"TOA19C01","Daily Flow","2017","2017","50","Dublin","-","All times","%","100"
"TOA19C01","Daily Flow","2018","2018","10","Cork","100","00:00 - 06:59","%","1.3"
"TOA19C01","Daily Flow","2018","2018","10","Cork","130","07:00 - 07:59","%","6.4"
"TOA19C01","Daily Flow","2018","2018","10","Cork","140","08:00 - 08:59","%","6.8"
"TOA19C01","Daily Flow","2018","2018","10","Cork","150","09:00 - 09:59","%","5.6"
"TOA19C01","Daily Flow","2018","2018","10","Cork","170","10:00 - 12:59","%","19.2"
"TOA19C01","Daily Flow","2018","2018","10","Cork","210","13:00 - 15:59","%","23.5"
"TOA19C01","Daily Flow","2018","2018","10","Cork","240","16:00 - 16:59","%","9.1"
"TOA19C01","Daily Flow","2018","2018","10","Cork","250","17:00 - 17:59","%","8.8"
"TOA19C01","Daily Flow","2018","2018","10","Cork","260","18:00 - 18:59","%","6.5"
"TOA19C01","Daily Flow","2018","2018","10","Cork","271","19:00 - 21:59","%","9.7"
"TOA19C01","Daily Flow","2018","2018","10","Cork","310","22:00 - 23:59","%","3.1"
"TOA19C01","Daily Flow","2018","2018","10","Cork","-","All times","%","100"
"TOA19C01","Daily Flow","2018","2018","20","Galway","100","00:00 - 06:59","%","1.2"
"TOA19C01","Daily Flow","2018","2018","20","Galway","130","07:00 - 07:59","%","4.7"
"TOA19C01","Daily Flow","2018","2018","20","Galway","140","08:00 - 08:59","%","6.9"
"TOA19C01","Daily Flow","2018","2018","20","Galway","150","09:00 - 09:59","%","5.4"
"TOA19C01","Daily Flow","2018","2018","20","Galway","170","10:00 - 12:59","%","19.9"
"TOA19C01","Daily Flow","2018","2018","20","Galway","210","13:00 - 15:59","%","24"
"TOA19C01","Daily Flow","2018","2018","20","Galway","240","16:00 - 16:59","%","8.8"
"TOA19C01","Daily Flow","2018","2018","20","Galway","250","17:00 - 17:59","%","7.9"
"TOA19C01","Daily Flow","2018","2018","20","Galway","260","18:00 - 18:59","%","6.9"
"TOA19C01","Daily Flow","2018","2018","20","Galway","271","19:00 - 21:59","%","10.4"
"TOA19C01","Daily Flow","2018","2018","20","Galway","310","22:00 - 23:59","%","3.9"
"TOA19C01","Daily Flow","2018","2018","20","Galway","-","All times","%","100"
"TOA19C01","Daily Flow","2018","2018","30","Limerick","100","00:00 - 06:59","%","0.4"
"TOA19C01","Daily Flow","2018","2018","30","Limerick","130","07:00 - 07:59","%","4.7"
"TOA19C01","Daily Flow","2018","2018","30","Limerick","140","08:00 - 08:59","%","7.1"
"TOA19C01","Daily Flow","2018","2018","30","Limerick","150","09:00 - 09:59","%","6.1"
"TOA19C01","Daily Flow","2018","2018","30","Limerick","170","10:00 - 12:59","%","22.7"
"TOA19C01","Daily Flow","2018","2018","30","Limerick","210","13:00 - 15:59","%","26.1"
"TOA19C01","Daily Flow","2018","2018","30","Limerick","240","16:00 - 16:59","%","8.8"
"TOA19C01","Daily Flow","2018","2018","30","Limerick","250","17:00 - 17:59","%","8"
"TOA19C01","Daily Flow","2018","2018","30","Limerick","260","18:00 - 18:59","%","5.9"
"TOA19C01","Daily Flow","2018","2018","30","Limerick","271","19:00 - 21:59","%","7.8"
"TOA19C01","Daily Flow","2018","2018","30","Limerick","310","22:00 - 23:59","%","2.4"
"TOA19C01","Daily Flow","2018","2018","30","Limerick","-","All times","%","100"
"TOA19C01","Daily Flow","2018","2018","40","Waterford","100","00:00 - 06:59","%","0"
"TOA19C01","Daily Flow","2018","2018","40","Waterford","130","07:00 - 07:59","%","1.7"
"TOA19C01","Daily Flow","2018","2018","40","Waterford","140","08:00 - 08:59","%","9.1"
"TOA19C01","Daily Flow","2018","2018","40","Waterford","150","09:00 - 09:59","%","7.5"
"TOA19C01","Daily Flow","2018","2018","40","Waterford","170","10:00 - 12:59","%","28.6"
"TOA19C01","Daily Flow","2018","2018","40","Waterford","210","13:00 - 15:59","%","29.6"
"TOA19C01","Daily Flow","2018","2018","40","Waterford","240","16:00 - 16:59","%","9"
"TOA19C01","Daily Flow","2018","2018","40","Waterford","250","17:00 - 17:59","%","6.5"
"TOA19C01","Daily Flow","2018","2018","40","Waterford","260","18:00 - 18:59","%","3"
"TOA19C01","Daily Flow","2018","2018","40","Waterford","271","19:00 - 21:59","%","4.2"
"TOA19C01","Daily Flow","2018","2018","40","Waterford","310","22:00 - 23:59","%","0.8"
"TOA19C01","Daily Flow","2018","2018","40","Waterford","-","All times","%","100"
"TOA19C01","Daily Flow","2018","2018","50","Dublin","100","00:00 - 06:59","%","3.1"
"TOA19C01","Daily Flow","2018","2018","50","Dublin","130","07:00 - 07:59","%","7.4"
"TOA19C01","Daily Flow","2018","2018","50","Dublin","140","08:00 - 08:59","%","8.3"
"TOA19C01","Daily Flow","2018","2018","50","Dublin","150","09:00 - 09:59","%","5.4"
"TOA19C01","Daily Flow","2018","2018","50","Dublin","170","10:00 - 12:59","%","15.8"
"TOA19C01","Daily Flow","2018","2018","50","Dublin","210","13:00 - 15:59","%","19.8"
"TOA19C01","Daily Flow","2018","2018","50","Dublin","240","16:00 - 16:59","%","8.3"
"TOA19C01","Daily Flow","2018","2018","50","Dublin","250","17:00 - 17:59","%","9.2"
"TOA19C01","Daily Flow","2018","2018","50","Dublin","260","18:00 - 18:59","%","7.2"
"TOA19C01","Daily Flow","2018","2018","50","Dublin","271","19:00 - 21:59","%","11.5"
"TOA19C01","Daily Flow","2018","2018","50","Dublin","310","22:00 - 23:59","%","4.2"
"TOA19C01","Daily Flow","2018","2018","50","Dublin","-","All times","%","100"
"TOA19C01","Daily Flow","2019","2019","10","Cork","100","00:00 - 06:59","%","2.1"
"TOA19C01","Daily Flow","2019","2019","10","Cork","130","07:00 - 07:59","%","6.2"
"TOA19C01","Daily Flow","2019","2019","10","Cork","140","08:00 - 08:59","%","6.6"
"TOA19C01","Daily Flow","2019","2019","10","Cork","150","09:00 - 09:59","%","5.5"
"TOA19C01","Daily Flow","2019","2019","10","Cork","170","10:00 - 12:59","%","19.1"
"TOA19C01","Daily Flow","2019","2019","10","Cork","210","13:00 - 15:59","%","23.4"
"TOA19C01","Daily Flow","2019","2019","10","Cork","240","16:00 - 16:59","%","9"
"TOA19C01","Daily Flow","2019","2019","10","Cork","250","17:00 - 17:59","%","8.7"
"TOA19C01","Daily Flow","2019","2019","10","Cork","260","18:00 - 18:59","%","6.4"
"TOA19C01","Daily Flow","2019","2019","10","Cork","271","19:00 - 21:59","%","9.8"
"TOA19C01","Daily Flow","2019","2019","10","Cork","310","22:00 - 23:59","%","3.2"
"TOA19C01","Daily Flow","2019","2019","10","Cork","-","All times","%","100"
"TOA19C01","Daily Flow","2019","2019","20","Galway","100","00:00 - 06:59","%","1.6"
"TOA19C01","Daily Flow","2019","2019","20","Galway","130","07:00 - 07:59","%","4.6"
"TOA19C01","Daily Flow","2019","2019","20","Galway","140","08:00 - 08:59","%","6.8"
"TOA19C01","Daily Flow","2019","2019","20","Galway","150","09:00 - 09:59","%","5.4"
"TOA19C01","Daily Flow","2019","2019","20","Galway","170","10:00 - 12:59","%","19.4"
"TOA19C01","Daily Flow","2019","2019","20","Galway","210","13:00 - 15:59","%","23.7"
