"STATISTIC","Statistic Label","TLIST(W1)","Year","C03910V04662","Transport Traffic Site","C01198V01436","Weeks of the year","UNIT","VALUE"
"THA21C01","Average weekly volume of cars","2022","2022","10","Selected traffic sites - Dublin","35","Week 35","Number","568721"
"THA21C01","Average weekly volume of cars","2022","2022","10","Selected traffic sites - Dublin","36","Week 36","Number","572995"
"THA21C01","Average weekly volume of cars","2022","2022","10","Selected traffic sites - Dublin","37","Week 37","Number","576323"
"THA21C01","Average weekly volume of cars","2022","2022","10","Selected traffic sites - Dublin","38","Week 38","Number","565849"
"THA21C01","Average weekly volume of cars","2022","2022","10","Selected traffic sites - Dublin","39","Week 39","Number","563189"
"THA21C01","Average weekly volume of cars","2022","2022","10","Selected traffic sites - Dublin","40","Week 40","Number","555361"
"THA21C01","Average weekly volume of cars","2022","2022","10","Selected traffic sites - Dublin","41","Week 41","Number","556828"
"THA21C01","Average weekly volume of cars","2022","2022","10","Selected traffic sites - Dublin","42","Week 42","Number","550995"
"THA21C01","Average weekly volume of cars","2022","2022","10","Selected traffic sites - Dublin","43","Week 43","Number","557435"
"THA21C01","Average weekly volume of cars","2022","2022","10","Selected traffic sites - Dublin","44","Week 44","Number","480617"
"THA21C01","Average weekly volume of cars","2022","2022","10","Selected traffic sites - Dublin","45","Week 45","Number","551500"
"THA21C01","Average weekly volume of cars","2022","2022","10","Selected traffic sites - Dublin","46","Week 46","Number","554558"
"THA21C01","Average weekly volume of cars","2022","2022","10","Selected traffic sites - Dublin","47","Week 47","Number","546451"
"THA21C01","Average weekly volume of cars","2022","2022","10","Selected traffic sites - Dublin","48","Week 48","Number","556871"
"THA21C01","Average weekly volume of cars","2022","2022","10","Selected traffic sites - Dublin","49","Week 49","Number","533722"
"THA21C01","Average weekly volume of cars","2022","2022","10","Selected traffic sites - Dublin","50","Week 50","Number","535536"
"THA21C01","Average weekly volume of cars","2022","2022","10","Selected traffic sites - Dublin","51","Week 51","Number","500570"
"THA21C01","Average weekly volume of cars","2022","2022","10","Selected traffic sites - Dublin","52","Week 52","Number","414049"
"THA21C01","Average weekly volume of cars","2022","2022","10","Selected traffic sites - Dublin","53","Week 53","Number",""
"THA21C01","Average weekly volume of cars","2022","2022","20","Selected traffic sites - Regional","01","Week 01","Number","134214"
"THA21C01","Average weekly volume of cars","2022","2022","20","Selected traffic sites - Regional","02","Week 02","Number","148171"
"THA21C01","Average weekly volume of cars","2022","2022","20","Selected traffic sites - Regional","03","Week 03","Number","157184"
"THA21C01","Average weekly volume of cars","2022","2022","20","Selected traffic sites - Regional","04","Week 04","Number","162423"
"THA21C01","Average weekly volume of cars","2022","2022","20","Selected traffic sites - Regional","05","Week 05","Number","165249"
"THA21C01","Average weekly volume of cars","2022","2022","20","Selected traffic sites - Regional","06","Week 06","Number","165012"
"THA21C01","Average weekly volume of cars","2022","2022","20","Selected traffic sites - Regional","07","Week 07","Number","161387"
"THA21C01","Average weekly volume of cars","2022","2022","20","Selected traffic sites - Regional","08","Week 08","Number","176630"
"THA21C01","Average weekly volume of cars","2022","2022","20","Selected traffic sites - Regional","09","Week 09","Number","172862"
"THA21C01","Average weekly volume of cars","2022","2022","20","Selected traffic sites - Regional","10","Week 10","Number","164679"
"THA21C01","Average weekly volume of cars","2022","2022","20","Selected traffic sites - Regional","11","Week 11","Number","160262"
"THA21C01","Average weekly volume of cars","2022","2022","20","Selected traffic sites - Regional","12","Week 12","Number","169549"
"THA21C01","Average weekly volume of cars","2022","2022","20","Selected traffic sites - Regional","13","Week 13","Number","172886"
"THA21C01","Average weekly volume of cars","2022","2022","20","Selected traffic sites - Regional","14","Week 14","Number","177254"
"THA21C01","Average weekly volume of cars","2022","2022","20","Selected traffic sites - Regional","15","Week 15","Number","176677"
"THA21C01","Average weekly volume of cars","2022","2022","20","Selected traffic sites - Regional","16","Week 16","Number","186264"
"THA21C01","Average weekly volume of cars","2022","2022","20","Selected traffic sites - Regional","17","Week 17","Number","184331"
"THA21C01","Average weekly volume of cars","2022","2022","20","Selected traffic sites - Regional","18","Week 18","Number","185785"
"THA21C01","Average weekly volume of cars","2022","2022","20","Selected traffic sites - Regional","19","Week 19","Number","186591"
"THA21C01","Average weekly volume of cars","2022","2022","20","Selected traffic sites - Regional","20","Week 20","Number","185990"
"THA21C01","Average weekly volume of cars","2022","2022","20","Selected traffic sites - Regional","21","Week 21","Number","187045"
"THA21C01","Average weekly volume of cars","2022","2022","20","Selected traffic sites - Regional","22","Week 22","Number","188377"
"THA21C01","Average weekly volume of cars","2022","2022","20","Selected traffic sites - Regional","23","Week 23","Number","179794"
"THA21C01","Average weekly volume of cars","2022","2022","20","Selected traffic sites - Regional","24","Week 24","Number","184785"
"THA21C01","Average weekly volume of cars","2022","2022","20","Selected traffic sites - Regional","25","Week 25","Number","184446"
"THA21C01","Average weekly volume of cars","2022","2022","20","Selected traffic sites - Regional","26","Week 26","Number","187516"
"THA21C01","Average weekly volume of cars","2022","2022","20","Selected traffic sites - Regional","27","Week 27","Number","183971"
"THA21C01","Average weekly volume of cars","2022","2022","20","Selected traffic sites - Regional","28","Week 28","Number","184758"
"THA21C01","Average weekly volume of cars","2022","2022","20","Selected traffic sites - Regional","29","Week 29","Number","186742"
"THA21C01","Average weekly volume of cars","2022","2022","20","Selected traffic sites - Regional","30","Week 30","Number","187342"
"THA21C01","Average weekly volume of cars","2022","2022","20","Selected traffic sites - Regional","31","Week 31","Number","181967"
"THA21C01","Average weekly volume of cars","2022","2022","20","Selected traffic sites - Regional","32","Week 32","Number","190092"
"THA21C01","Average weekly volume of cars","2022","2022","20","Selected traffic sites - Regional","33","Week 33","Number","192456"
"THA21C01","Average weekly volume of cars","2022","2022","20","Selected traffic sites - Regional","34","Week 34","Number","193960"
"THA21C01","Average weekly volume of cars","2022","2022","20","Selected traffic sites - Regional","35","Week 35","Number","184281"
"THA21C01","Average weekly volume of cars","2022","2022","20","Selected traffic sites - Regional","36","Week 36","Number","185631"
"THA21C01","Average weekly volume of cars","2022","2022","20","Selected traffic sites - Regional","37","Week 37","Number","184649"
"THA21C01","Average weekly volume of cars","2022","2022","20","Selected traffic sites - Regional","38","Week 38","Number","191119"
"THA21C01","Average weekly volume of cars","2022","2022","20","Selected traffic sites - Regional","39","Week 39","Number","185354"
"THA21C01","Average weekly volume of cars","2022","2022","20","Selected traffic sites - Regional","40","Week 40","Number","178363"
"THA21C01","Average weekly volume of cars","2022","2022","20","Selected traffic sites - Regional","41","Week 41","Number","176460"
"THA21C01","Average weekly volume of cars","2022","2022","20","Selected traffic sites - Regional","42","Week 42","Number","181628"
"THA21C01","Average weekly volume of cars","2022","2022","20","Selected traffic sites - Regional","43","Week 43","Number","181476"
"THA21C01","Average weekly volume of cars","2022","2022","20","Selected traffic sites - Regional","44","Week 44","Number","179027"
"THA21C01","Average weekly volume of cars","2022","2022","20","Selected traffic sites - Regional","45","Week 45","Number","177774"
"THA21C01","Average weekly volume of cars","2022","2022","20","Selected traffic sites - Regional","46","Week 46","Number","181231"
"THA21C01","Average weekly volume of cars","2022","2022","20","Selected traffic sites - Regional","47","Week 47","Number","180752"
"THA21C01","Average weekly volume of cars","2022","2022","20","Selected traffic sites - Regional","48","Week 48","Number","183320"
"THA21C01","Average weekly volume of cars","2022","2022","20","Selected traffic sites - Regional","49","Week 49","Number","177211"
"THA21C01","Average weekly volume of cars","2022","2022","20","Selected traffic sites - Regional","50","Week 50","Number","171318"
"THA21C01","Average weekly volume of cars","2022","2022","20","Selected traffic sites - Regional","51","Week 51","Number","164214"
"THA21C01","Average weekly volume of cars","2022","2022","20","Selected traffic sites - Regional","52","Week 52","Number","142363"
"THA21C01","Average weekly volume of cars","2022","2022","20","Selected traffic sites - Regional","53","Week 53","Number",""
"THA21C01","Average weekly volume of cars","2023","2023","10","Selected traffic sites - Dublin","01","Week 01","Number","483843"
"THA21C01","Average weekly volume of cars","2023","2023","10","Selected traffic sites - Dublin","02","Week 02","Number","521115"
"THA21C01","Average weekly volume of cars","2023","2023","10","Selected traffic sites - Dublin","03","Week 03","Number","529685"
"THA21C01","Average weekly volume of cars","2023","2023","10","Selected traffic sites - Dublin","04","Week 04","Number","539418"
"THA21C01","Average weekly volume of cars","2023","2023","10","Selected traffic sites - Dublin","05","Week 05","Number","542534"
"THA21C01","Average weekly volume of cars","2023","2023","10","Selected traffic sites - Dublin","06","Week 06","Number","532435"
"THA21C01","Average weekly volume of cars","2023","2023","10","Selected traffic sites - Dublin","07","Week 07","Number","556138"
"THA21C01","Average weekly volume of cars","2023","2023","10","Selected traffic sites - Dublin","08","Week 08","Number","555112"
"THA21C01","Average weekly volume of cars","2023","2023","10","Selected traffic sites - Dublin","09","Week 09","Number","555076"
"THA21C01","Average weekly volume of cars","2023","2023","10","Selected traffic sites - Dublin","10","Week 10","Number","537619"
"THA21C01","Average weekly volume of cars","2023","2023","10","Selected traffic sites - Dublin","11","Week 11","Number","525088"
"THA21C01","Average weekly volume of cars","2023","2023","10","Selected traffic sites - Dublin","12","Week 12","Number","563442"
"THA21C01","Average weekly volume of cars","2023","2023","10","Selected traffic sites - Dublin","13","Week 13","Number","567382"
"THA21C01","Average weekly volume of cars","2023","2023","10","Selected traffic sites - Dublin","14","Week 14","Number","555145"
"THA21C01","Average weekly volume of cars","2023","2023","10","Selected traffic sites - Dublin","15","Week 15","Number","555820"
"THA21C01","Average weekly volume of cars","2023","2023","10","Selected traffic sites - Dublin","16","Week 16","Number","567667"
"THA21C01","Average weekly volume of cars","2023","2023","10","Selected traffic sites - Dublin","17","Week 17","Number","575866"
"THA21C01","Average weekly volume of cars","2023","2023","10","Selected traffic sites - Dublin","18","Week 18","Number","574729"
"THA21C01","Average weekly volume of cars","2023","2023","10","Selected traffic sites - Dublin","19","Week 19","Number","583611"
"THA21C01","Average weekly volume of cars","2023","2023","10","Selected traffic sites - Dublin","20","Week 20","Number","586716"
"THA21C01","Average weekly volume of cars","2023","2023","10","Selected traffic sites - Dublin","21","Week 21","Number","593121"
"THA21C01","Average weekly volume of cars","2023","2023","10","Selected traffic sites - Dublin","22","Week 22","Number","584798"
"THA21C01","Average weekly volume of cars","2023","2023","10","Selected traffic sites - Dublin","23","Week 23","Number","572057"
"THA21C01","Average weekly volume of cars","2023","2023","10","Selected traffic sites - Dublin","24","Week 24","Number","583623"
"THA21C01","Average weekly volume of cars","2023","2023","10","Selected traffic sites - Dublin","25","Week 25","Number","589136"
"THA21C01","Average weekly volume of cars","2023","2023","10","Selected traffic sites - Dublin","26","Week 26","Number","593720"
"THA21C01","Average weekly volume of cars","2023","2023","10","Selected traffic sites - Dublin","27","Week 27","Number","575365"
"THA21C01","Average weekly volume of cars","2023","2023","10","Selected traffic sites - Dublin","28","Week 28","Number","562654"
"THA21C01","Average weekly volume of cars","2023","2023","10","Selected traffic sites - Dublin","29","Week 29","Number","565481"
"THA21C01","Average weekly volume of cars","2023","2023","10","Selected traffic sites - Dublin","30","Week 30","Number","573426"
"THA21C01","Average weekly volume of cars","2023","2023","10","Selected traffic sites - Dublin","31","Week 31","Number","566094"
"THA21C01","Average weekly volume of cars","2023","2023","10","Selected traffic sites - Dublin","32","Week 32","Number","566180"
"THA21C01","Average weekly volume of cars","2023","2023","10","Selected traffic sites - Dublin","33","Week 33","Number","580231"
"THA21C01","Average weekly volume of cars","2023","2023","10","Selected traffic sites - Dublin","34","Week 34","Number","590693"
"THA21C01","Average weekly volume of cars","2023","2023","10","Selected traffic sites - Dublin","35","Week 35","Number","583862"
"THA21C01","Average weekly volume of cars","2023","2023","10","Selected traffic sites - Dublin","36","Week 36","Number","586130"
"THA21C01","Average weekly volume of cars","2023","2023","10","Selected traffic sites - Dublin","37","Week 37","Number","563455"
"THA21C01","Average weekly volume of cars","2023","2023","10","Selected traffic sites - Dublin","38","Week 38","Number","575855"
"THA21C01","Average weekly volume of cars","2023","2023","10","Selected traffic sites - Dublin","39","Week 39","Number","569752"
"THA21C01","Average weekly volume of cars","2023","2023","10","Selected traffic sites - Dublin","40","Week 40","Number",""
"THA21C01","Average weekly volume of cars","2023","2023","10","Selected traffic sites - Dublin","41","Week 41","Number",""
"THA21C01","Average weekly volume of cars","2023","2023","10","Selected traffic sites - Dublin","42","Week 42","Number",""
"THA21C01","Average weekly volume of cars","2023","2023","10","Selected traffic sites - Dublin","43","Week 43","Number",""
"THA21C01","Average weekly volume of cars","2023","2023","10","Selected traffic sites - Dublin","44","Week 44","Number",""
"THA21C01","Average weekly volume of cars","2023","2023","10","Selected traffic sites - Dublin","45","Week 45","Number",""
"THA21C01","Average weekly volume of cars","2023","2023","10","Selected traffic sites - Dublin","46","Week 46","Number",""
"THA21C01","Average weekly volume of cars","2023","2023","10","Selected traffic sites - Dublin","47","Week 47","Number",""
"THA21C01","Average weekly volume of cars","2023","2023","10","Selected traffic sites - Dublin","48","Week 48","Number",""
"THA21C01","Average weekly volume of cars","2023","2023","10","Selected traffic sites - Dublin","49","Week 49","Number",""
"THA21C01","Average weekly volume of cars","2023","2023","10","Selected traffic sites - Dublin","50","Week 50","Number",""
"THA21C01","Average weekly volume of cars","2023","2023","10","Selected traffic sites - Dublin","51","Week 51","Number",""
"THA21C01","Average weekly volume of cars","2023","2023","10","Selected traffic sites - Dublin","52","Week 52","Number",""
"THA21C01","Average weekly volume of cars","2023","2023","10","Selected traffic sites - Dublin","53","Week 53","Number",""
"THA21C01","Average weekly volume of cars","2023","2023","20","Selected traffic sites - Regional","01","Week 01","Number","163733"
"THA21C01","Average weekly volume of cars","2023","2023","20","Selected traffic sites - Regional","02","Week 02","Number","177370"
"THA21C01","Average weekly volume of cars","2023","2023","20","Selected traffic sites - Regional","03","Week 03","Number","180965"
"THA21C01","Average weekly volume of cars","2023","2023","20","Selected traffic sites - Regional","04","Week 04","Number","186235"
"THA21C01","Average weekly volume of cars","2023","2023","20","Selected traffic sites - Regional","05","Week 05","Number","181971"
"THA21C01","Average weekly volume of cars","2023","2023","20","Selected traffic sites - Regional","06","Week 06","Number","175411"
"THA21C01","Average weekly volume of cars","2023","2023","20","Selected traffic sites - Regional","07","Week 07","Number","185996"
"THA21C01","Average weekly volume of cars","2023","2023","20","Selected traffic sites - Regional","08","Week 08","Number","181717"
"THA21C01","Average weekly volume of cars","2023","2023","20","Selected traffic sites - Regional","09","Week 09","Number","185409"
"THA21C01","Average weekly volume of cars","2023","2023","20","Selected traffic sites - Regional","10","Week 10","Number","180257"
"THA21C01","Average weekly volume of cars","2023","2023","20","Selected traffic sites - Regional","11","Week 11","Number","177253"
"THA21C01","Average weekly volume of cars","2023","2023","20","Selected traffic sites - Regional","12","Week 12","Number","188064"
"THA21C01","Average weekly volume of cars","2023","2023","20","Selected traffic sites - Regional","13","Week 13","Number","191018"
"THA21C01","Average weekly volume of cars","2023","2023","20","Selected traffic sites - Regional","14","Week 14","Number","187707"
"THA21C01","Average weekly volume of cars","2023","2023","20","Selected traffic sites - Regional","15","Week 15","Number","189908"
"THA21C01","Average weekly volume of cars","2023","2023","20","Selected traffic sites - Regional","16","Week 16","Number","192204"
"THA21C01","Average weekly volume of cars","2023","2023","20","Selected traffic sites - Regional","17","Week 17","Number","195635"
"THA21C01","Average weekly volume of cars","2023","2023","20","Selected traffic sites - Regional","18","Week 18","Number","190337"
"THA21C01","Average weekly volume of cars","2023","2023","20","Selected traffic sites - Regional","19","Week 19","Number","196812"
"THA21C01","Average weekly volume of cars","2023","2023","20","Selected traffic sites - Regional","20","Week 20","Number","194848"
"THA21C01","Average weekly volume of cars","2023","2023","20","Selected traffic sites - Regional","21","Week 21","Number","197180"
"THA21C01","Average weekly volume of cars","2023","2023","20","Selected traffic sites - Regional","22","Week 22","Number","198514"
"THA21C01","Average weekly volume of cars","2023","2023","20","Selected traffic sites - Regional","23","Week 23","Number","192228"
"THA21C01","Average weekly volume of cars","2023","2023","20","Selected traffic sites - Regional","24","Week 24","Number","191776"
"THA21C01","Average weekly volume of cars","2023","2023","20","Selected traffic sites - Regional","25","Week 25","Number","198125"
"THA21C01","Average weekly volume of cars","2023","2023","20","Selected traffic sites - Regional","26","Week 26","Number","197770"
"THA21C01","Average weekly volume of cars","2023","2023","20","Selected traffic sites - Regional","27","Week 27","Number","198384"
"THA21C01","Average weekly volume of cars","2023","2023","20","Selected traffic sites - Regional","28","Week 28","Number","190701"
"THA21C01","Average weekly volume of cars","2023","2023","20","Selected traffic sites - Regional","29","Week 29","Number","196467"
"THA21C01","Average weekly volume of cars","2023","2023","20","Selected traffic sites - Regional","30","Week 30","Number","197763"
"THA21C01","Average weekly volume of cars","2023","2023","20","Selected traffic sites - Regional","31","Week 31","Number","201570"
"THA21C01","Average weekly volume of cars","2023","2023","20","Selected traffic sites - Regional","32","Week 32","Number","199188"
"THA21C01","Average weekly volume of cars","2023","2023","20","Selected traffic sites - Regional","33","Week 33","Number","200374"
"THA21C01","Average weekly volume of cars","2023","2023","20","Selected traffic sites - Regional","34","Week 34","Number","203561"
"THA21C01","Average weekly volume of cars","2023","2023","20","Selected traffic sites - Regional","35","Week 35","Number","197990"
"THA21C01","Average weekly volume of cars","2023","2023","20","Selected traffic sites - Regional","36","Week 36","Number","199974"
"THA21C01","Average weekly volume of cars","2023","2023","20","Selected traffic sites - Regional","37","Week 37","Number","195880"
"THA21C01","Average weekly volume of cars","2023","2023","20","Selected traffic sites - Regional","38","Week 38","Number","196820"
"THA21C01","Average weekly volume of cars","2023","2023","20","Selected traffic sites - Regional","39","Week 39","Number","194883"
"THA21C01","Average weekly volume of cars","2023","2023","20","Selected traffic sites - Regional","40","Week 40","Number",""
"THA21C01","Average weekly volume of cars","2023","2023","20","Selected traffic sites - Regional","41","Week 41","Number",""
"THA21C01","Average weekly volume of cars","2023","2023","20","Selected traffic sites - Regional","42","Week 42","Number",""
"THA21C01","Average weekly volume of cars","2023","2023","20","Selected traffic sites - Regional","43","Week 43","Number",""
"THA21C01","Average weekly volume of cars","2023","2023","20","Selected traffic sites - Regional","44","Week 44","Number",""
"THA21C01","Average weekly volume of cars","2023","2023","20","Selected traffic sites - Regional","45","Week 45","Number",""
"THA21C01","Average weekly volume of cars","2023","2023","20","Selected traffic sites - Regional","46","Week 46","Number",""
"THA21C01","Average weekly volume of cars","2023","2023","20","Selected traffic sites - Regional","47","Week 47","Number",""
"THA21C01","Average weekly volume of cars","2023","2023","20","Selected traffic sites - Regional","48","Week 48","Number",""
"THA21C01","Average weekly volume of cars","2023","2023","20","Selected traffic sites - Regional","49","Week 49","Number",""
"THA21C01","Average weekly volume of cars","2023","2023","20","Selected traffic sites - Regional","50","Week 50","Number",""
"THA21C01","Average weekly volume of cars","2023","2023","20","Selected traffic sites - Regional","51","Week 51","Number",""
"THA21C01","Average weekly volume of cars","2023","2023","20","Selected traffic sites - Regional","52","Week 52","Number",""
"THA21C01","Average weekly volume of cars","2023","2023","20","Selected traffic sites - Regional","53","Week 53","Number",""
